longitude,latitude,start_date,end_date,label,cube,time_series
-48.47504022918234,-3.7495237655479294,2001-01-01,2023-01-01,abiurana branca,NA,NA
-48.47505860164848,-3.7495155307800982,2001-01-01,2023-01-01,inga branco,NA,NA
-48.47507459988854,-3.749561472893605,2001-01-01,2023-01-01,abiurana branca,NA,NA
-48.475079885718436,-3.749543610728713,2001-01-01,2023-01-01,cucutitiriba,NA,NA
-48.47508028141843,-3.7495345827547033,2001-01-01,2023-01-01,abiurana vermelha,NA,NA
-48.47475460361602,-3.749671561507672,2001-01-01,2023-01-01,jatereu,NA,NA
-48.47476243426525,-3.749388436836474,2001-01-01,2023-01-01,caramuxi,NA,NA
-48.47470533459974,-3.749766689956854,2001-01-01,2023-01-01,jarana,NA,NA
-48.4746319931961,-3.750680939918745,2001-01-01,2023-01-01,capueiro,NA,NA
-48.47464138372172,-3.7507338222667865,2001-01-01,2023-01-01,jatereu,NA,NA
-48.47464110643441,-3.7507401481717864,2001-01-01,2023-01-01,jatereu,NA,NA
-48.4746531759389,-3.7507524388914617,2001-01-01,2023-01-01,caramuxi,NA,NA
-48.474643396569824,-3.7507700982175822,2001-01-01,2023-01-01,abiurana branca,NA,NA
-48.474656539805366,-3.7508195388679013,2001-01-01,2023-01-01,breu barrote,NA,NA
-48.47463663600664,-3.7508421759870414,2001-01-01,2023-01-01,abiurana branca,NA,NA
-48.474635330412205,-3.750871971000469,2001-01-01,2023-01-01,joao mole,NA,NA
-48.47465200157848,-3.7509025682851616,2001-01-01,2023-01-01,abiurana branca,NA,NA
-48.47477740730987,-3.750793750828843,2001-01-01,2023-01-01,abiurana,NA,NA
-48.474618117464125,-3.750977061967392,2001-01-01,2023-01-01,seringa,NA,NA
-48.47461613886142,-3.751022210854768,2001-01-01,2023-01-01,arataciu,NA,NA
-48.47471369550768,-3.75085016310827,2001-01-01,2023-01-01,jatereu,NA,NA
-48.47461788651457,-3.75104399787401,2001-01-01,2023-01-01,jatereu,NA,NA
-48.47462566493197,-3.751113099039349,2001-01-01,2023-01-01,abiurana branca,NA,NA
-48.47473349697553,-3.7509737359364697,2001-01-01,2023-01-01,abiurana,NA,NA
-48.4748268989519,-3.751103903030952,2001-01-01,2023-01-01,morta,NA,NA
-48.474774553435985,-3.751064399180709,2001-01-01,2023-01-01,jarana,NA,NA
-48.47487975392419,-3.750925299557242,2001-01-01,2023-01-01,caramuxi,NA,NA
-48.47470996945267,-3.7510996234814393,2001-01-01,2023-01-01,abiurana,NA,NA
-48.474967660175054,-3.750974423638237,2001-01-01,2023-01-01,roxinho,NA,NA
-48.474887555607225,-3.7509527891266847,2001-01-01,2023-01-01,maparajuba,NA,NA
-48.47505754412098,-3.7509783988106937,2001-01-01,2023-01-01,amapa doce,NA,NA
-48.475078164787796,-3.7507133332357907,2001-01-01,2023-01-01,jarana,NA,NA
-48.474987489447514,-3.7507274140292504,2001-01-01,2023-01-01,louro,NA,NA
-48.474848548039425,-3.750815359360655,2001-01-01,2023-01-01,iperana,NA,NA
-48.474784045980925,-3.7508486949441955,2001-01-01,2023-01-01,taxi branco,NA,NA
-48.47478167257798,-3.7509028718117654,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.47504999657085,-3.7508423616975572,2001-01-01,2023-01-01,tento,NA,NA
-48.47464497942285,-3.7507339863368694,2001-01-01,2023-01-01,caramuxi,NA,NA
-48.47465979047537,-3.750807012368038,2001-01-01,2023-01-01,jatereu,NA,NA
-48.474667987865224,-3.750825473963844,2001-01-01,2023-01-01,tachi preto,NA,NA
-48.474640231708186,-3.750842340057443,2001-01-01,2023-01-01,mututi,NA,NA
-48.4747031500118,-3.7508451163676733,2001-01-01,2023-01-01,coquirana,NA,NA
-48.474753235818774,-3.750729726782969,2001-01-01,2023-01-01,breu barrote,NA,NA
-48.474774662323895,-3.750857326301717,2001-01-01,2023-01-01,joao mole,NA,NA
-48.474784441693465,-3.750839666973022,2001-01-01,2023-01-01,jatereu,NA,NA
-48.47479382624988,-3.750831035617807,2001-01-01,2023-01-01,matamata preto,NA,NA
-48.4748047756326,-3.7507455754304306,2001-01-01,2023-01-01,gema de ovo,NA,NA
-48.47485634972263,-3.750842848929131,2001-01-01,2023-01-01,acariquara,NA,NA
-48.47486870080368,-3.7507664942230767,2001-01-01,2023-01-01,tento,NA,NA
-48.47486149222268,-3.7507254672149064,2001-01-01,2023-01-01,jatereu,NA,NA
-48.47489823721851,-3.750708997722898,2001-01-01,2023-01-01,arataciu,NA,NA
-48.47490524748366,-3.750754543235645,2001-01-01,2023-01-01,bacaba,NA,NA
-48.474929911831815,-3.750746579791272,2001-01-01,2023-01-01,gema de ovo,NA,NA
-48.474909884380814,-3.750854256584125,2001-01-01,2023-01-01,matamata preto,NA,NA
-48.474919268037446,-3.7508456252242386,2001-01-01,2023-01-01,burangica,NA,NA
-48.474922162451385,-3.750841232029907,2001-01-01,2023-01-01,abiurana branca,NA,NA
-48.47494781651642,-3.7508107031759774,2001-01-01,2023-01-01,abiurana,NA,NA
-48.47502633821225,-3.7508684586042422,2001-01-01,2023-01-01,tento,NA,NA
-48.47503108588299,-3.7507601048494372,2001-01-01,2023-01-01,jatereu,NA,NA
-48.475040865272895,-3.750742436475532,2001-01-01,2023-01-01,muirapiranga,NA,NA
-48.47467512602755,-3.751072697241558,2001-01-01,2023-01-01,abiurana,NA,NA
-48.47470087453638,-3.751039990483655,2001-01-01,2023-01-01,abiurana,NA,NA
-48.47463351405176,-3.7509947038826046,2001-01-01,2023-01-01,envira,NA,NA
-48.474711236485504,-3.7508035190978855,2001-01-01,2023-01-01,angelim rajado,NA,NA
-48.474711184253565,-3.7508458265532894,2001-01-01,2023-01-01,barrote,NA,NA
-48.47471358942529,-3.7507909267282864,2001-01-01,2023-01-01,abiurana,NA,NA
-48.47471432981765,-3.7507740365611104,2001-01-01,2023-01-01,barrote,NA,NA
-48.47462978522422,-3.752406660759898,2001-01-01,2023-01-01,seringarana,NA,NA
-48.47463845640184,-3.752414286991132,2001-01-01,2023-01-01,andirobarana,NA,NA
-48.474601551601275,-3.752434362180535,2001-01-01,2023-01-01,inga de rosca,NA,NA
-48.47503093287241,-3.752377392360443,2001-01-01,2023-01-01,morta,NA,NA
-48.474867159319075,-3.7524153749016285,2001-01-01,2023-01-01,mapatirana,NA,NA
-48.4749368176667,-3.752264657716324,2001-01-01,2023-01-01,breu barrote,NA,NA
-48.47470078889854,-3.7521218393715934,2001-01-01,2023-01-01,matamata,NA,NA
-48.47499934031175,-3.75227648012294,2001-01-01,2023-01-01,breu barrote,NA,NA
-48.47492399427233,-3.7521464827900317,2001-01-01,2023-01-01,cucutitiriba,NA,NA
-48.474786789827704,-3.7521946831791593,2001-01-01,2023-01-01,breu barrote,NA,NA
-48.47469723112661,-3.752182375659355,2001-01-01,2023-01-01,caramuxi,NA,NA
-48.47477542210929,-3.75224846340135,2001-01-01,2023-01-01,morta,NA,NA
-48.474694849347244,-3.7522776489873517,2001-01-01,2023-01-01,abiu cutite,NA,NA
-48.47469740849564,-3.752381803071456,2001-01-01,2023-01-01,ingarana,NA,NA
-48.4746763457325,-3.7524545624158634,2001-01-01,2023-01-01,murta,NA,NA
-48.47469073519531,-3.752268788704612,2001-01-01,2023-01-01,breu branco,NA,NA
-48.47463659156067,-3.7521276726527995,2001-01-01,2023-01-01,barrote,NA,NA
-48.47469333794436,-3.75227196864361,2001-01-01,2023-01-01,breu branco,NA,NA
-48.474731273791676,-3.7522284153053835,2001-01-01,2023-01-01,breu barrote,NA,NA
-48.47475863518745,-3.7522205772107795,2001-01-01,2023-01-01,andirobarana,NA,NA
-48.47475321508374,-3.7521389107970733,2001-01-01,2023-01-01,macucu branco,NA,NA
-48.47482974915514,-3.7522418242173994,2001-01-01,2023-01-01,taquari,NA,NA
-48.4748649104195,-3.752261475690486,2001-01-01,2023-01-01,capueiro,NA,NA
-48.47487825946637,-3.752162546577252,2001-01-01,2023-01-01,freijo branco,NA,NA
-48.47490522511451,-3.752163745485241,2001-01-01,2023-01-01,abiurana casca fina,NA,NA
-48.474888833907634,-3.7521268313241176,2001-01-01,2023-01-01,inga branco,NA,NA
-48.474938799897934,-3.752219508830533,2001-01-01,2023-01-01,jatereu,NA,NA
-48.47493816546889,-3.752233959004365,2001-01-01,2023-01-01,capueiro,NA,NA
-48.47491963319083,-3.7522458085295525,2001-01-01,2023-01-01,liana,NA,NA
-48.47496259345614,-3.752292940532233,2001-01-01,2023-01-01,macucu branco,NA,NA
-48.47498017362913,-3.7523027707855645,2001-01-01,2023-01-01,capueiro,NA,NA
-48.47500171826083,-3.75222230326277,2001-01-01,2023-01-01,abiurana branca,NA,NA
-48.475026701712565,-3.7522686420193048,2001-01-01,2023-01-01,capueiro,NA,NA
-48.47502260823526,-3.7525670068485777,2001-01-01,2023-01-01,capueiro,NA,NA
-48.47502511610453,-3.7523047629386066,2001-01-01,2023-01-01,jatereu,NA,NA
-48.47464140034524,-3.752223256046055,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.47474989166938,-3.7524188128441884,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.47463766106051,-3.7525135417021573,2001-01-01,2023-01-01,breu barrote,NA,NA
-48.47458419006867,-3.7535271602831286,2001-01-01,2023-01-01,capueiro,NA,NA
-48.474585301434495,-3.7535633974675227,2001-01-01,2023-01-01,capueiro,NA,NA
-48.47458360945625,-3.753581414639622,2001-01-01,2023-01-01,jatereu,NA,NA
-48.47458305397771,-3.7535940574063464,2001-01-01,2023-01-01,liana,NA,NA
-48.4745841393047,-3.75367190617775,2001-01-01,2023-01-01,capueiro,NA,NA
-48.47454160258351,-3.753697161929986,2001-01-01,2023-01-01,matamata preto,NA,NA
-48.47455429260531,-3.753715817337304,2001-01-01,2023-01-01,capueiro,NA,NA
-48.47454145847953,-3.753803007333761,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.474578853310874,-3.7538128047084958,2001-01-01,2023-01-01,breu manga,NA,NA
-48.474534625496375,-3.753856077629144,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.47471175065596,-3.7539037344381763,2001-01-01,2023-01-01,fava bolota,NA,NA
-48.474720739529914,-3.75390413107618,2001-01-01,2023-01-01,muiracatiara,NA,NA
-48.47476607781051,-3.7538970953281594,2001-01-01,2023-01-01,breu barrote,NA,NA
-48.47477123141084,-3.7537797136734787,2001-01-01,2023-01-01,morta,NA,NA
-48.47480797837155,-3.7537632442792788,2001-01-01,2023-01-01,caramuxi,NA,NA
-48.4748267484849,-3.7537459816138044,2001-01-01,2023-01-01,goiabao,NA,NA
-48.47483494406586,-3.7537644432226456,2001-01-01,2023-01-01,muiracatiara,NA,NA
-48.474954121689585,-3.7539217093583637,2001-01-01,2023-01-01,morta,NA,NA
-48.474972415303135,-3.753915282058328,2001-01-01,2023-01-01,louro preto,NA,NA
-48.47497955116401,-3.7537527515003433,2001-01-01,2023-01-01,breu barrote,NA,NA
-48.47491002271527,-3.7536953925463528,2001-01-01,2023-01-01,breu barrote,NA,NA
-48.474642087436905,-3.7534588009241463,2001-01-01,2023-01-01,macaranduba,NA,NA
-48.474768586952116,-3.7536348424451185,2001-01-01,2023-01-01,coco pau,NA,NA
-48.474649535686105,-3.7534721357290564,2001-01-01,2023-01-01,capueiro,NA,NA
-48.474707206936166,-3.7535960805325095,2001-01-01,2023-01-01,coco-pau,NA,NA
-48.474630170126076,-3.753709710723468,2001-01-01,2023-01-01,capueiro,NA,NA
-48.474634906825884,-3.753805293910269,2001-01-01,2023-01-01,jatereu,NA,NA
-48.474619281731904,-3.7537525832602134,2001-01-01,2023-01-01,abiurana,NA,NA
-48.474628196659744,-3.753631588228668,2001-01-01,2023-01-01,capueiro,NA,NA
-48.47458458670261,-3.7535181323173674,2001-01-01,2023-01-01,itauba,NA,NA
-48.47462952922379,-3.7535201245323395,2001-01-01,2023-01-01,jatereu,NA,NA
-48.47458062213348,-3.753608421017977,2001-01-01,2023-01-01,jatereu,NA,NA
-48.47463534589772,-3.753592753938285,2001-01-01,2023-01-01,matamata preto,NA,NA
-48.4746712995539,-3.7535943495170474,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.47469667960593,-3.7536316603298547,2001-01-01,2023-01-01,breu branco,NA,NA
-48.47477056924214,-3.753589693568961,2001-01-01,2023-01-01,guajara bolacha,NA,NA
-48.4747877527941,-3.7536085518092763,2001-01-01,2023-01-01,breu barrote,NA,NA
-48.474806919534394,-3.753582261174816,2001-01-01,2023-01-01,capueiro,NA,NA
-48.47481551087403,-3.753591685774475,2001-01-01,2023-01-01,matamata,NA,NA
-48.474868648990004,-3.7536121395885123,2001-01-01,2023-01-01,breu barrote,NA,NA
-48.474917159457966,-3.753532861997346,2001-01-01,2023-01-01,matamata preto,NA,NA
-48.47499157895558,-3.753581395809403,2001-01-01,2023-01-01,matamata preto,NA,NA
-48.474931568371815,-3.753614925057723,2001-01-01,2023-01-01,bacaba,NA,NA
-48.47470182830411,-3.7535134742701954,2001-01-01,2023-01-01,pintadinho,NA,NA
-48.474581748476005,-3.7535818521113007,2001-01-01,2023-01-01,seringarana,NA,NA
-48.47469410391616,-3.753586823609814,2001-01-01,2023-01-01,abiurana,NA,NA
-48.49153119115728,-3.7637968802142385,2001-01-01,2023-01-01,liana,NA,NA
-48.49153029224389,-3.763796904732197,2001-01-01,2023-01-01,liana,NA,NA
-48.491530673800845,-3.7637751959101085,2001-01-01,2023-01-01,jatereu,NA,NA
-48.491414918896034,-3.7633733183197187,2001-01-01,2023-01-01,louro preto,NA,NA
-48.49153332890374,-3.763773323620141,2001-01-01,2023-01-01,breu vermelho,NA,NA
-48.49143277250608,-3.7633641960494812,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49153585467389,-3.763766027994561,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49153289746883,-3.7637552548721707,2001-01-01,2023-01-01,capueiro,NA,NA
-48.49150222161703,-3.7637144036577337,2001-01-01,2023-01-01,capueiro,NA,NA
-48.491537215470615,-3.763709949460446,2001-01-01,2023-01-01,ni,NA,NA
-48.49153699931579,-3.763700910566033,2001-01-01,2023-01-01,pintadinho,NA,NA
-48.491539051137984,-3.7636737384154153,2001-01-01,2023-01-01,liana,NA,NA
-48.49149461755759,-3.7635844023342284,2001-01-01,2023-01-01,caramuxi,NA,NA
-48.49150234590262,-3.7635688426823393,2001-01-01,2023-01-01,ata preta,NA,NA
-48.49151465180915,-3.7635188242921465,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49149834573053,-3.7634767221199263,2001-01-01,2023-01-01,capueiro,NA,NA
-48.49149890002775,-3.7634622444129437,2001-01-01,2023-01-01,jatereu,NA,NA
-48.491530094642854,-3.763411765402061,2001-01-01,2023-01-01,abiurana vermelha,NA,NA
-48.49132785465148,-3.7634980118399204,2001-01-01,2023-01-01,inga vermelho,NA,NA
-48.49130727629649,-3.7633900173896904,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.49127194431566,-3.7634179881825296,2001-01-01,2023-01-01,seringarana,NA,NA
-48.49116702734886,-3.7635470859595617,2001-01-01,2023-01-01,maparajuba,NA,NA
-48.49116745875298,-3.7635651637408514,2001-01-01,2023-01-01,massaranduba,NA,NA
-48.49132231251343,-3.763642797929444,2001-01-01,2023-01-01,louro chumbo,NA,NA
-48.491313749493536,-3.763661084722829,2001-01-01,2023-01-01,abiurana vermelha,NA,NA
-48.4912964063741,-3.7636886284513777,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.49131569134482,-3.763742407634181,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.49118191243492,-3.7637935482901126,2001-01-01,2023-01-01,louro,NA,NA
-48.49151379259301,-3.7637466765927545,2001-01-01,2023-01-01,abiurana branca,NA,NA
-48.49152084517652,-3.7636651356192203,2001-01-01,2023-01-01,axixa,NA,NA
-48.491448670698816,-3.7636578411170816,2001-01-01,2023-01-01,iperana,NA,NA
-48.49144910303299,-3.7636759098665316,2001-01-01,2023-01-01,inga de rosca,NA,NA
-48.49144075526826,-3.763703235553884,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49146881854977,-3.7637477577965726,2001-01-01,2023-01-01,breu vermelho,NA,NA
-48.49145982319627,-3.7637479758431334,2001-01-01,2023-01-01,andirobarana,NA,NA
-48.491460039349974,-3.763757014737028,2001-01-01,2023-01-01,joao mole,NA,NA
-48.491424059761535,-3.7637578778890375,2001-01-01,2023-01-01,capueiro,NA,NA
-48.49143046563946,-3.7636492383224045,2001-01-01,2023-01-01,capueiro,NA,NA
-48.49137649715188,-3.763650537574146,2001-01-01,2023-01-01,jatereu,NA,NA
-48.4913231753513,-3.7636789444579715,2001-01-01,2023-01-01,matamata preto,NA,NA
-48.4913066959924,-3.7637426256791477,2001-01-01,2023-01-01,araracanga,NA,NA
-48.491305833156915,-3.763706479151066,2001-01-01,2023-01-01,iperana,NA,NA
-48.49127136398985,-3.763770596462213,2001-01-01,2023-01-01,matamata preto,NA,NA
-48.491260859122676,-3.763707560345329,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49129554353761,-3.7636524819235637,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49113644185897,-3.7637738490638593,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49113194464599,-3.763773953567514,2001-01-01,2023-01-01,abiurana branca,NA,NA
-48.491109457629825,-3.7637744941591924,2001-01-01,2023-01-01,capueiro,NA,NA
-48.49118890083531,-3.763709295674556,2001-01-01,2023-01-01,matamata preto,NA,NA
-48.49117990548408,-3.763709513718415,2001-01-01,2023-01-01,liana,NA,NA
-48.49116529785616,-3.7637008218919563,2001-01-01,2023-01-01,mulungu,NA,NA
-48.49110783957558,-3.763706729596238,2001-01-01,2023-01-01,abiurana vermelha,NA,NA
-48.49110762342524,-3.7636976907046953,2001-01-01,2023-01-01,capueiro,NA,NA
-48.49109830517293,-3.763684359452666,2001-01-01,2023-01-01,liana,NA,NA
-48.49148729170412,-3.7633889557046807,2001-01-01,2023-01-01,goiabao,NA,NA
-48.491379488776424,-3.763774054161216,2001-01-01,2023-01-01,inhare,NA,NA
-48.49153735553735,-3.763631163265536,2001-01-01,2023-01-01,pau-jacare,NA,NA
-48.49135858726291,-3.763622431047259,2001-01-01,2023-01-01,itauba,NA,NA
-48.491400663425324,-3.7635301363001776,2001-01-01,2023-01-01,matamata preto,NA,NA
-48.49136126131409,-3.7633876516636207,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.491417247116594,-3.762377886217776,2001-01-01,2023-01-01,jarana,NA,NA
-48.49141634730503,-3.7623779107340094,2001-01-01,2023-01-01,inhare,NA,NA
-48.49140583167765,-3.762239070625572,2001-01-01,2023-01-01,pau-jacare,NA,NA
-48.49141361630412,-3.7622258430032316,2001-01-01,2023-01-01,jatereu,NA,NA
-48.491402895531316,-3.7621130957870488,2001-01-01,2023-01-01,capueiro,NA,NA
-48.49148733157923,-3.762450195929771,2001-01-01,2023-01-01,iperana,NA,NA
-48.49150286203522,-3.7623467525887175,2001-01-01,2023-01-01,morta,NA,NA
-48.4915027317973,-3.762341329250635,2001-01-01,2023-01-01,inga de rosca,NA,NA
-48.49149011082368,-3.7623027626592984,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.49146760213365,-3.7623023993961313,2001-01-01,2023-01-01,andirobarana,NA,NA
-48.49146072370659,-3.7622781569697956,2001-01-01,2023-01-01,jatereu,NA,NA
-48.4914948394177,-3.76227462210355,2001-01-01,2023-01-01,inhare,NA,NA
-48.49150042350981,-3.762244649249192,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.49148514653924,-3.7622079549491616,2001-01-01,2023-01-01,seringa,NA,NA
-48.49146008390409,-3.7621760045980146,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49148226876815,-3.7621628185575697,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49146648185394,-3.7621424007099122,2001-01-01,2023-01-01,jatereu,NA,NA
-48.491465446191725,-3.762099032100973,2001-01-01,2023-01-01,uxirana,NA,NA
-48.49107877796344,-3.7621128737862626,2001-01-01,2023-01-01,urucurana,NA,NA
-48.49110425166012,-3.7620489745007655,2001-01-01,2023-01-01,pau santo,NA,NA
-48.49120729406298,-3.7622182605798438,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.49116318387828,-3.762255488347234,2001-01-01,2023-01-01,matamata preto,NA,NA
-48.491144977945986,-3.7622468855651663,2001-01-01,2023-01-01,araracanga,NA,NA
-48.49116598869078,-3.762372948736066,2001-01-01,2023-01-01,morta,NA,NA
-48.491105117905995,-3.76246211619844,2001-01-01,2023-01-01,uxirana,NA,NA
-48.491413062515946,-3.7621650048127946,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49149278855196,-3.762301785220533,2001-01-01,2023-01-01,iperana,NA,NA
-48.49142717298689,-3.762382000180564,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49138369883336,-3.7623315405093134,2001-01-01,2023-01-01,inga branco,NA,NA
-48.491389564211666,-3.762313318220781,2001-01-01,2023-01-01,breu barrote,NA,NA
-48.491416116974705,-3.7622945953016815,2001-01-01,2023-01-01,louro preto,NA,NA
-48.491415900811795,-3.762285556408047,2001-01-01,2023-01-01,cupiuba,NA,NA
-48.49135466372159,-3.7623593668323787,2001-01-01,2023-01-01,jutai pororoca,NA,NA
-48.491354232297574,-3.762341289048537,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.49134523695953,-3.762341507103577,2001-01-01,2023-01-01,jatereua,NA,NA
-48.491343438236306,-3.76234155613854,2001-01-01,2023-01-01,taquari,NA,NA
-48.491336458682994,-3.7623507640542355,2001-01-01,2023-01-01,jatereua,NA,NA
-48.491355311358774,-3.7623864654330617,2001-01-01,2023-01-01,jatereua,NA,NA
-48.49132875859157,-3.7624051883475227,2001-01-01,2023-01-01,macaranduba,NA,NA
-48.49130026299525,-3.7623425883469994,2001-01-01,2023-01-01,breu branco,NA,NA
-48.491256584223024,-3.7623978938999834,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49127586831526,-3.762451673061792,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49121495547388,-3.762426018257841,2001-01-01,2023-01-01,abiurana branca,NA,NA
-48.49118527277658,-3.7624267278958126,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.49114929412488,-3.762427600113764,2001-01-01,2023-01-01,axixa,NA,NA
-48.491157857117926,-3.7624093133157435,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49112957772299,-3.7623557431712467,2001-01-01,2023-01-01,capueiro,NA,NA
-48.49108589894448,-3.7624110487079454,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49108503608301,-3.7623749021856443,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.49111094124486,-3.7623290716475153,2001-01-01,2023-01-01,capueiro,NA,NA
-48.49110194680829,-3.7623292897026737,2001-01-01,2023-01-01,faveira vermelha,NA,NA
-48.49110986219457,-3.7622838952711413,2001-01-01,2023-01-01,embauba vermelha,NA,NA
-48.49107560930258,-3.76235705149569,2001-01-01,2023-01-01,seringueira,NA,NA
-48.49134764050348,-3.7624404198214965,2001-01-01,2023-01-01,parapara,NA,NA
-48.4915058515729,-3.7610085187963054,2001-01-01,2023-01-01,pedra ume caa,NA,NA
-48.49150160534167,-3.7609715309750444,2001-01-01,2023-01-01,urucurana,NA,NA
-48.49150152647085,-3.760967020650538,2001-01-01,2023-01-01,jatereu,NA,NA
-48.491529161567314,-3.760952069781787,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49150829594642,-3.7608909650715185,2001-01-01,2023-01-01,capueiro,NA,NA
-48.49150918032148,-3.760890045720856,2001-01-01,2023-01-01,jatereu,NA,NA
-48.491501240696095,-3.7608476965823088,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.491511435435605,-3.760813172703559,2001-01-01,2023-01-01,capueiro,NA,NA
-48.49150998283262,-3.760781552641001,2001-01-01,2023-01-01,abiurana rosadinha,NA,NA
-48.49143849845318,-3.760859572517091,2001-01-01,2023-01-01,cucutitiriba,NA,NA
-48.491513091660245,-3.760753479709051,2001-01-01,2023-01-01,crista de mutum,NA,NA
-48.49142613051326,-3.760821241665377,2001-01-01,2023-01-01,ingarana,NA,NA
-48.49150265929806,-3.7607229273566896,2001-01-01,2023-01-01,capueiro,NA,NA
-48.49149874475281,-3.760704920861124,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49151028157991,-3.760695671858989,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49150679284241,-3.7606505337051406,2001-01-01,2023-01-01,cucutitiriba,NA,NA
-48.49150991707621,-3.7606233646443723,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49149552413217,-3.76062361232414,2001-01-01,2023-01-01,urucurana,NA,NA
-48.491290100034135,-3.7606091636802574,2001-01-01,2023-01-01,iperana,NA,NA
-48.49115516021068,-3.7606115398475457,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.491094557762885,-3.760748204263206,2001-01-01,2023-01-01,figado de preguiça,NA,NA
-48.491105765093764,-3.7608745644839487,2001-01-01,2023-01-01,mandioqueira,NA,NA
-48.491153746887946,-3.7610454720439335,2001-01-01,2023-01-01,timborana,NA,NA
-48.49126864108052,-3.760925929202621,2001-01-01,2023-01-01,jutai pororoca,NA,NA
-48.491288054230075,-3.7610069410207094,2001-01-01,2023-01-01,iperana,NA,NA
-48.49134187194965,-3.760996955453752,2001-01-01,2023-01-01,iperana,NA,NA
-48.49144465288363,-3.760700977685859,2001-01-01,2023-01-01,matamata,NA,NA
-48.49147261151742,-3.760751889621577,2001-01-01,2023-01-01,breu sucuruba,NA,NA
-48.4914373757687,-3.7607953433311407,2001-01-01,2023-01-01,abiurana,NA,NA
-48.49143872353473,-3.7608724165482026,2001-01-01,2023-01-01,tento,NA,NA
-48.49150251846723,-3.760918415696995,2001-01-01,2023-01-01,macaranduba,NA,NA
-48.49146795702405,-3.7610004105338444,2001-01-01,2023-01-01,inhare,NA,NA
-48.49144224286876,-3.7610222812207774,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49152037018497,-3.7609124477413416,2001-01-01,2023-01-01,jutai pororoca,NA,NA
-48.491493856026366,-3.760940028309809,2001-01-01,2023-01-01,capueiro,NA,NA
-48.49151074155453,-3.7608764566691195,2001-01-01,2023-01-01,axixa,NA,NA
-48.49146591988058,-3.760886287456523,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.49144098536728,-3.761004237204078,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49145866207561,-3.760985850163109,2001-01-01,2023-01-01,capueiro,NA,NA
-48.49143151620497,-3.760977293900884,2001-01-01,2023-01-01,jutai branco,NA,NA
-48.491439722001644,-3.7609319454753063,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49143940569685,-3.7609138770609176,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49140500204205,-3.7610048744634015,2001-01-01,2023-01-01,jutai mirim,NA,NA
-48.49127905818768,-3.7610070958143087,2001-01-01,2023-01-01,jutai mirim,NA,NA
-48.49125096437281,-3.7609443162378753,2001-01-01,2023-01-01,jatereu,NA,NA
-48.49140468544481,-3.760984392830669,2001-01-01,2023-01-01,uxi,NA,NA
-48.491259328737975,-3.7609080155846155,2001-01-01,2023-01-01,capueiro,NA,NA
-48.49137215161327,-3.760924998824361,2001-01-01,2023-01-01,jutai-pororoca,NA,NA
-48.49123392021206,-3.76099885817188,2001-01-01,2023-01-01,capueiro,NA,NA
-48.49138467218767,-3.7608690880817512,2001-01-01,2023-01-01,matamata branco,NA,NA
-48.491197779206026,-3.7609904566993064,2001-01-01,2023-01-01,abiurana branca,NA,NA
-48.49137500270323,-3.760830710791005,2001-01-01,2023-01-01,iperana,NA,NA
-48.49126769312736,-3.760871705892585,2001-01-01,2023-01-01,goiabao,NA,NA
